"Fmin","Fmin_B","CFI","RMSEA","Size_Of_CR","FC","Number_Of_CR","Location_Of_Misfit","Percent_Missing","Number_of_Missing_Variables","Missing_Mechanism"
0.2645,5.3616,0.9507,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
1.6211,7.0302,0.7694,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing"," Weak MAR"
0,3.4608,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.0379,3.58,0.9894,0.0267,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.1655,3.7961,0.9564,0.0559,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.4391,4.1705,0.8947,0.091,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.9478,4.8915,0.8062,0.1337,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0,3.5752,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.0263,3.6864,0.9929,0.0223,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.1664,3.9057,0.9574,0.056,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.4406,4.2809,0.8971,0.0912,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.9664,5.0051,0.8069,0.135,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0,4.0227,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.0394,4.1252,0.9904,0.0273,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.1721,4.34,0.9604,0.057,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0.4557,4.7059,0.9032,0.0927,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
1.0531,5.424,0.8059,0.141,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing"," Weak MAR"
0,3.2556,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.0291,3.3434,0.9913,0.0234,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.1282,3.5111,0.9635,0.0492,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.3404,3.8002,0.9104,0.0801,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.7418,4.3552,0.8297,0.1183,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0,3.3623,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.0204,3.4497,0.9941,0.0196,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.1296,3.6162,0.9642,0.0494,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.3417,3.9052,0.9125,0.0803,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.7568,4.4616,0.8304,0.1195,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
1e-04,3.7882,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.0303,3.8633,0.9922,0.0239,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.1335,4.0263,0.9669,0.0502,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.3516,4.3115,0.9185,0.0814,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0.823,4.8628,0.8308,0.1246,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing"," Weak MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.0406,4.548,0.9911,0.0276,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.6786,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
1.4925,6.5711,0.7729,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.2645,5.3616,0.9507,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
1.6211,7.0302,0.7694,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%"," Two Variables with Missing","Strong MAR"
0,3.8861,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.0492,4.051,0.9879,0.0305,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.2175,4.3519,0.95,0.0641,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.5741,4.8749,0.8822,0.1041,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
1.1551,5.8754,0.8034,0.1476,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
1e-04,4.0077,1,2e-04,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.0352,4.1637,0.9916,0.0257,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.2205,4.4695,0.9507,0.0645,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.5812,4.9902,0.8835,0.1047,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
1.1886,5.991,0.8016,0.1497,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0,4.4994,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.0527,4.6459,0.9887,0.0315,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.2313,4.9369,0.9532,0.0661,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0.611,5.4471,0.8878,0.1074,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
1.3253,6.4415,0.7943,0.1581,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%"," Two Variables with Missing","Strong MAR"
0,3.5867,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.0367,3.728,0.9902,0.0263,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.1583,3.9833,0.9603,0.0546,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.3881,4.4229,0.9123,0.0856,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.7417,5.2599,0.859,0.1183,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0,3.7039,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.0272,3.8415,0.9929,0.0226,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.1633,4.0996,0.9602,0.0555,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.4011,4.5351,0.9116,0.087,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.7737,5.3709,0.8559,0.1208,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0,4.1808,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.0411,4.3066,0.9905,0.0278,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.1796,4.5515,0.9605,0.0582,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.4641,4.9786,0.9068,0.0936,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0.9111,5.8097,0.8432,0.1311,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%"," Two Variables with Missing","Strong MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.0406,4.548,0.9911,0.0276,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.6786,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
1.4925,6.5711,0.7729,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.2645,5.3616,0.9507,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
1.6211,7.0302,0.7694,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","0%","Four Variables with Missing","Strong MAR"
0,3.5474,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.0457,3.6938,0.9877,0.0293,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.202,3.9601,0.949,0.0617,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.5393,4.4209,0.878,0.1009,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
1.134,5.3116,0.7865,0.1463,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
1e-04,3.6681,1,1e-04,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.0313,3.8022,0.9918,0.0243,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.2042,4.0745,0.9499,0.0621,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.5413,4.5348,0.8807,0.1011,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
1.1565,5.4242,0.7868,0.1477,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0,4.1375,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.048,4.2662,0.9888,0.0301,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.2106,4.5252,0.9535,0.063,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0.5565,4.9776,0.8882,0.1025,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
1.26,5.8599,0.785,0.1542,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","20%","Four Variables with Missing","Strong MAR"
0,2.9994,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.0289,3.09,0.9907,0.0233,0.1,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.1263,3.2549,0.9612,0.0488,0.2,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.3374,3.5454,0.9049,0.0798,0.3,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.6945,4.102,0.8307,0.1145,0.4,"Factor Correlation = 0","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0,3.1089,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.0185,3.1939,0.9942,0.0187,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.1282,3.3632,0.9619,0.0492,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.3382,3.6507,0.9074,0.0799,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.7084,4.2073,0.8316,0.1156,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
1e-04,3.5328,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.0298,3.6106,0.9918,0.0237,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.1317,3.7742,0.9651,0.0498,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.3476,4.0577,0.9144,0.081,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
0.7718,4.6095,0.8326,0.1207,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Same Factor","50%","Four Variables with Missing","Strong MAR"
